,Name,ID Num,Item Slot,Armor,Strength,Agility,Stamina,Crit,Hit,Attack Power,Haste,Armor Pen,Expertise,Defense,Dodge,Parry,Socket Bonus Type,Socket Bonus Amount,Wep Type,Wep Min Damage,Wep Max Damage,Wep Speed,Phase,Heroic
378,Vest of Calamitous Fate,47431,Chest,652,0,137,153,86,0,172,102,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,True
379,Charge of the Eredar,47433,Neck,0,0,77,85,61,0,98,50,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
380,Legplates of Feverish Dedication,47434,Legs,2264,116,0,194,0,0,0,0,0,78,94,0,86,Stamina,12,Non-Wep,0,0,0,3,True
381,Pride of the Demon Lord,47436,Back,173,65,0,116,0,0,0,0,0,43,57,49,0,Stamina,6,Non-Wep,0,0,0,3,True
382,Bracers of the Silent Massacre,47442,Wrist,633,0,77,45,49,0,114,0,45,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
383,Band of Callous Aggression,47443,Finger,0,0,77,85,61,0,98,50,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
384,Belt of Bloodied Scars,47444,Waist,1455,114,0,146,0,0,0,0,0,0,60,44,60,Stamina,9,Non-Wep,0,0,0,3,True
385,Icewalker Treads,47445,Feet,448,0,98,114,0,76,135,0,68,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
386,Dual-blade Butcher,47446,Two-Hand,0,158,0,174,94,0,0,0,94,0,0,0,0,Strength,6,Axe,811,"1,217",3.60,3,True
387,Chestplate of the Frostwolf Hero,47449,Chest,2588,158,0,174,0,86,0,102,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,True
388,Juggernaut's Vitality,47451,Trinket,0,0,0,216,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,True
389,Greaves of Ruthless Judgment,47457,Feet,995,0,98,90,0,60,135,0,68,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
390,The Executioner's Vice,47458,Neck,0,89,0,97,57,49,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
391,Armguards of the Shieldmaiden,47459,Wrist,1132,65,0,116,0,0,0,0,0,43,57,0,49,Stamina,6,Non-Wep,0,0,0,3,True
392,Belt of the Pitiless Killer,47460,Waist,367,0,98,114,0,68,135,76,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
393,Death's Choice,47464,Trinket,0,0,0,0,0,0,288,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,True
394,Legplates of Ascension,47465,Legs,2264,150,0,174,94,0,0,86,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,True
395,Legionnaire's Gorget,47466,Neck,616,85,0,116,0,0,0,0,0,0,45,37,0,Stamina,6,Non-Wep,0,0,0,3,True
396,Waistguard of Deathly Dominion,47472,Waist,814,0,98,90,0,60,135,0,68,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
397,Greaves of the Saronite Citadel,47473,Feet,1779,114,0,130,76,0,0,0,0,60,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
398,Armbands of Dark Determination,47474,Wrist,285,0,69,85,57,49,98,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
399,Hellscream Slicer,47475,One-Hand,0,0,58,66,0,44,72,44,0,0,0,0,0,Agility,4,Axe,394,732,2.60,3,True
400,Band of the Traitor King,47476,Finger,0,85,0,116,0,0,0,0,0,0,45,37,45,Stamina,6,Non-Wep,0,0,0,3,True
401,Leggings of the Lurking Threat,47480,Legs,1267,0,129,80,94,0,172,0,80,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,True
402,Might of the Nerub,47481,Back,173,89,0,97,53,50,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
403,Hellion Glaive,47491,Two-Hand,0,0,137,153,102,0,188,0,94,0,0,0,0,Attack Power,12,Polearm,788,"1,183",3.50,3,True
404,Gauntlets of Bitter Reprisal,47492,Hands,1617,114,0,130,76,0,0,0,60,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
405,Silverwing Defender,47506,One-Hand,0,66,0,87,0,0,0,0,0,0,27,35,35,Stamina,6,Sword,242,451,1.60,3,True
406,Orgrim's Deflector,47513,One-Hand,0,66,0,87,0,0,0,0,0,0,27,35,35,Stamina,6,Sword,242,451,1.60,3,True
407,Decimation,47515,Two-Hand,0,0,137,170,102,94,188,0,0,0,0,0,0,Attack Power,12,Sword,766,"1,149",3.40,3,True
408,Fleshrender,47516,Two-Hand,0,0,137,170,102,94,188,0,0,0,0,0,0,Attack Power,12,Sword,766,"1,149",3.40,3,True
409,Catastrophe,47519,Two-Hand,0,158,0,174,96,0,0,0,0,92,0,0,0,Strength,6,Mace,811,"1,217",3.60,3,True
410,Grievance,47520,Two-Hand,0,158,0,174,96,0,0,0,0,92,0,0,0,Strength,6,Mace,811,"1,217",3.60,3,True
411,Remorseless,47526,One-Hand,0,0,58,66,44,0,88,36,0,0,0,0,0,Attack Power,8,Mace,394,732,2.60,3,True
412,Cudgel of the Damned,47528,One-Hand,0,0,58,66,44,0,88,36,0,0,0,0,0,Attack Power,8,Mace,394,732,2.60,3,True
413,Vereesa's Dexterity,47545,Back,182,0,97,97,65,0,114,0,57,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,True
414,Sylvanas' Cunning,47546,Back,182,0,97,97,65,0,114,0,57,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,True
415,Varian's Furor,47547,Back,182,103,0,111,65,57,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
416,Garrosh's Rage,47548,Back,182,103,0,111,65,57,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
417,Magni's Resolution,47549,Back,182,97,0,134,0,0,0,0,0,0,51,43,51,Stamina,6,Non-Wep,0,0,0,3,True
418,Cairne's Endurance,47550,Back,182,97,0,134,0,0,0,0,0,0,51,43,51,Stamina,6,Non-Wep,0,0,0,3,True
419,Saronite Swordbreakers,47570,Wrist,1082,58,0,102,0,38,0,0,0,0,50,42,0,Stamina,6,Non-Wep,0,0,0,3,False
420,Saronite Swordbreakers,47571,Wrist,1082,58,0,102,0,38,0,0,0,0,50,42,0,Stamina,6,Non-Wep,0,0,0,3,False
421,Titanium Spikeguards,47572,Wrist,1082,78,0,86,42,0,0,0,50,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
422,Titanium Spikeguards,47573,Wrist,1082,78,0,86,42,0,0,0,50,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
423,Crusader's Dragonscale Bracers,47576,Wrist,605,0,68,40,50,32,101,0,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,False
424,Crusader's Dragonscale Bracers,47577,Wrist,605,0,68,40,50,32,101,0,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,False
425,Carnivorous Band,47578,Finger,0,68,0,76,0,0,0,34,45,0,0,0,0,Haste Rating,4,Non-Wep,0,0,0,3,False
426,Bracers of Swift Death,47581,Wrist,272,0,68,76,0,0,101,50,42,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
427,Bracers of Swift Death,47582,Wrist,272,0,68,76,0,0,101,50,42,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
428,Titanium Razorplate,47589,Chest,2473,131,0,155,82,0,0,0,74,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
429,Titanium Razorplate,47590,Chest,2473,131,0,155,82,0,0,0,74,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
430,Breastplate of the White Knight,47591,Chest,2473,103,0,168,0,0,0,0,0,0,71,55,63,Stamina,12,Non-Wep,0,0,0,3,False
431,Breastplate of the White Knight,47592,Chest,2473,103,0,168,0,0,0,0,0,0,71,55,63,Stamina,12,Non-Wep,0,0,0,3,False
432,Crusader's Dragonscale Breastplate,47595,Chest,1384,0,120,107,0,0,149,63,82,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,False
433,Crusader's Dragonscale Breastplate,47596,Chest,1384,0,120,107,0,0,149,63,82,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,False
434,Knightbane Carapace,47599,Chest,623,0,112,136,0,82,181,0,74,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,False
435,Knightbane Carapace,47600,Chest,623,0,112,136,0,82,181,0,74,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,False
436,Collar of Ceaseless Torment,47607,Neck,0,0,67,57,46,0,97,0,42,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
437,Acidmaw Boots,47608,Feet,410,0,85,78,0,63,118,0,0,48,0,0,0,Critical Strike Rating,4,Non-Wep,0,0,0,3,False
438,Gauntlets of Rising Anger,47609,Hands,1480,94,0,102,63,46,0,0,0,0,0,0,0,Hit Rating,4,Non-Wep,0,0,0,3,False
439,Armbands of the Northern Stalker,47610,Wrist,580,0,67,35,0,45,89,35,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
440,Dreadscale Armguards,47611,Wrist,1036,48,0,100,0,39,0,0,0,0,34,0,51,Stamina,0,Non-Wep,0,0,0,3,False
441,Girdle of the Impaler,47614,Waist,1332,94,0,102,0,0,0,52,58,0,0,0,0,Armor Penetration Rating,4,Non-Wep,0,0,0,3,False
442,Sigil of Insolence,47672,Relic,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
443,Sigil of Virulence,47673,Relic,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
444,Helm of Thunderous Rampage,47674,Head,2009,131,0,155,74,0,0,0,82,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
445,Faceplate of Thunderous Rampage,47675,Head,2009,131,0,155,74,0,0,0,82,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
446,Faceplate of the Honorbound,47677,Head,2009,103,0,168,0,0,0,0,0,69,82,74,0,Stamina,12,Non-Wep,0,0,0,3,False
447,Headplate of the Honorbound,47678,Head,2009,103,0,168,0,0,0,0,0,69,82,74,0,Stamina,12,Non-Wep,0,0,0,3,False
448,Endurance of the Infernal,47679,Neck,0,39,0,100,0,0,0,0,0,48,45,45,0,Stamina,0,Non-Wep,0,0,0,3,False
449,Armguards of the Nether Lord,47680,Wrist,1036,76,0,76,39,0,0,0,48,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
450,Sentinel Scouting Greaves,47683,Feet,911,0,89,71,52,0,119,39,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,False
451,Coif of the Brooding Dragon,47684,Head,1124,0,120,107,0,0,149,55,90,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,False
452,Helm of the Brooding Dragon,47685,Head,1124,0,120,107,0,0,149,55,90,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,False
453,Mask of Lethal Intent,47688,Head,506,0,120,136,0,82,165,0,74,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,False
454,Hood of Lethal Intent,47689,Head,506,0,120,136,0,82,165,0,74,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,False
455,Shoulderplates of Trembling Rage,47696,Shoulder,1854,107,0,115,67,59,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
456,Pauldrons of Trembling Rage,47697,Shoulder,1854,107,0,115,67,59,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
457,Shoulderplates of Enduring Order,47698,Shoulder,1854,101,0,139,0,0,0,0,0,0,53,45,53,Stamina,6,Non-Wep,0,0,0,3,False
458,Shoulderguards of Enduring Order,47699,Shoulder,1854,101,0,139,0,0,0,0,0,0,53,45,53,Stamina,6,Non-Wep,0,0,0,3,False
459,Loop of the Twin Val'kyr,47700,Finger,490,67,0,100,0,0,0,0,0,0,31,38,0,Stamina,0,Non-Wep,0,0,0,3,False
460,Planestalker Signet,47703,Finger,0,0,61,68,0,38,102,0,39,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
461,Epaulets of the Devourer,47704,Shoulder,1038,0,93,80,67,0,119,0,53,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
462,Pauldrons of the Devourer,47705,Shoulder,1038,0,93,80,67,0,119,0,53,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
463,Duskstalker Shoulderpads,47708,Shoulder,467,0,93,101,67,0,135,0,59,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,False
464,Duskstalker Pauldrons,47709,Shoulder,467,0,93,101,67,0,135,0,59,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,False
465,Girdle of the Nether Champion,47711,Waist,1332,89,0,134,0,0,0,0,0,0,47,57,30,Stamina,0,Non-Wep,0,0,0,3,False
466,Faceplate of the Silver Champion,47717,Head,1925,121,0,125,59,0,0,76,0,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,3,False
467,Helm of the Silver Ranger,47718,Head,1077,0,108,78,76,41,161,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,False
468,Gloves of the Silver Assassin,47719,Hands,373,0,85,64,54,0,139,0,54,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
469,Pauldrons of the Silver Defender,47720,Shoulder,1777,81,0,134,0,0,0,0,0,0,39,0,41,Parry Rating,4,Non-Wep,0,0,0,3,False
470,Victor's Call,47725,Trinket,0,0,0,0,0,0,0,0,0,83,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
471,Talisman of Volatile Power,47726,Trinket,0,0,0,0,114,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
472,Fervor of the Frostborn,47727,Trinket,0,0,0,0,0,0,0,0,0,0,0,114,0,Stamina,0,Non-Wep,0,0,0,3,False
473,Bloodshed Band,47729,Finger,0,86,0,86,54,44,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
474,Dexterous Brightstone Ring,47730,Finger,0,0,76,76,0,0,101,50,50,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
475,Clutch of Fortification,47731,Finger,560,76,0,114,0,0,0,0,0,0,40,40,0,Stamina,0,Non-Wep,0,0,0,3,False
476,Mark of Supremacy,47734,Trinket,0,0,0,0,0,128,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
477,Glyph of Indomitability,47735,Trinket,1792,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
478,Reckoning,47737,Two-Hand,0,0,112,92,0,0,183,62,86,0,0,0,0,Armor Penetration Rating,4,Sword,651,977,3.50,3,False
479,Sabatons of the Lingering Vortex,47738,Feet,1629,60,0,134,0,40,0,0,0,0,45,68,0,Dodge Rating,4,Non-Wep,0,0,0,3,False
480,Armor of Shifting Shadows,47739,Chest,596,0,118,106,81,0,140,0,59,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,False
481,The Lion's Maw,47808,One-Hand,0,0,52,39,38,0,78,29,0,0,0,0,0,Stamina,0,Axe,325,605,2.60,3,False
482,Crusader's Glory,47810,One-Hand,448,52,0,77,0,0,0,0,0,0,27,19,0,Stamina,0,Sword,187,349,1.50,3,False
483,Chestguard of the Warden,47811,Chest,2369,120,0,169,0,0,0,0,0,0,63,60,56,Stamina,6,Non-Wep,0,0,0,3,False
484,Westfall Saber,47814,One-Hand,0,0,52,45,29,0,74,0,38,0,0,0,0,Stamina,0,Sword,187,349,1.50,3,False
485,The Grinder,47816,One-Hand,0,0,48,39,35,0,61,30,0,0,0,0,0,Agility,4,Mace,325,605,2.60,3,False
486,Pauldrons of the Timeless Hunter,47829,Shoulder,994,0,89,78,47,0,120,42,0,0,0,0,0,Critical Strike Rating,4,Non-Wep,0,0,0,3,False
487,Legplates of the Silver Hand,47830,Legs,2073,121,0,125,57,0,0,0,89,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,False
488,Spaulders of the Snow Bandit,47832,Shoulder,447,0,84,70,51,0,124,61,0,0,0,0,0,Haste Rating,4,Non-Wep,0,0,0,3,False
489,Fordragon Blades,47834,Two-Hand,0,0,104,137,0,0,123,62,86,0,0,0,0,Armor Penetration Rating,4,Polearm,651,977,3.50,3,False
490,Collar of Unending Torment,47849,Neck,0,0,67,57,46,0,97,0,42,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
491,Bracers of the Northern Stalker,47850,Wrist,580,0,67,35,0,45,89,35,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
492,Gauntlets of Mounting Anger,47851,Hands,1480,94,0,102,63,46,0,0,0,0,0,0,0,Hit Rating,4,Non-Wep,0,0,0,3,False
493,Dreadscale Bracers,47852,Wrist,1036,48,0,100,0,39,0,0,0,0,34,0,51,Stamina,0,Non-Wep,0,0,0,3,False
494,Acidmaw Treads,47853,Feet,410,0,85,78,0,63,118,0,0,48,0,0,0,Critical Strike Rating,4,Non-Wep,0,0,0,3,False
495,Gormok's Band,47854,Finger,0,68,0,76,0,0,0,34,45,0,0,0,0,Haste Rating,4,Non-Wep,0,0,0,3,False
496,Belt of the Impaler,47859,Waist,1332,94,0,102,0,0,0,52,58,0,0,0,0,Armor Penetration Rating,4,Non-Wep,0,0,0,3,False
497,Warsong Poacher's Greaves,47867,Feet,911,0,89,71,52,0,119,39,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,False
498,Planestalker Band,47868,Finger,0,0,61,68,0,38,102,0,39,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
499,Armplates of the Nether Lord,47869,Wrist,1036,76,0,76,39,0,0,0,48,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
500,Belt of the Nether Champion,47870,Waist,1332,89,0,134,0,0,0,0,0,0,47,57,30,Stamina,0,Non-Wep,0,0,0,3,False
501,Fortitude of the Infernal,47872,Neck,0,39,0,100,0,0,0,0,0,48,45,45,0,Stamina,0,Non-Wep,0,0,0,3,False
502,Sunreaver Ranger's Helm,47875,Head,1077,0,108,78,76,41,161,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,False
503,Sunreaver Champion's Faceplate,47876,Head,1925,121,0,125,59,0,0,76,0,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,3,False
504,Sunreaver Defender's Pauldrons,47877,Shoulder,1777,81,0,134,0,0,0,0,0,0,39,0,41,Parry Rating,4,Non-Wep,0,0,0,3,False
505,Sunreaver Assassin's Gloves,47878,Hands,373,0,85,64,54,0,139,0,54,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
506,Vengeance of the Forsaken,47881,Trinket,0,0,0,0,0,0,0,0,0,83,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
507,Eitrigg's Oath,47882,Trinket,0,0,0,0,0,0,0,0,0,0,0,114,0,Stamina,0,Non-Wep,0,0,0,3,False
508,Edge of Agony,47884,Two-Hand,0,0,112,92,0,0,183,62,86,0,0,0,0,Armor Penetration Rating,4,Sword,651,977,3.50,3,False
509,Greaves of the Lingering Vortex,47885,Feet,1629,60,0,134,0,40,0,0,0,0,45,68,0,Dodge Rating,4,Non-Wep,0,0,0,3,False
510,Vest of Shifting Shadows,47887,Chest,596,0,118,106,81,0,140,0,59,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,False
511,Band of the Twin Val'kyr,47888,Finger,490,67,0,100,0,0,0,0,0,0,31,38,0,Stamina,0,Non-Wep,0,0,0,3,False
512,Stoneskin Chestplate,47896,Chest,2369,120,0,169,0,0,0,0,0,0,63,60,56,Stamina,6,Non-Wep,0,0,0,3,False
513,Frostblade Hatchet,47898,One-Hand,0,0,52,39,38,0,78,29,0,0,0,0,0,Stamina,0,Axe,325,605,2.60,3,False
514,Ardent Guard,47899,One-Hand,448,52,0,77,0,0,0,0,0,0,27,19,0,Stamina,0,Sword,187,349,1.50,3,False
515,Pauldrons of the Shadow Hunter,47901,Shoulder,994,0,89,78,47,0,120,42,0,0,0,0,0,Critical Strike Rating,4,Non-Wep,0,0,0,3,False
516,Legplates of Redeemed Blood,47902,Legs,2073,121,0,125,57,0,0,0,89,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,False
517,Forsaken Bonecarver,47903,One-Hand,0,0,52,45,29,0,74,0,38,0,0,0,0,Stamina,0,Sword,187,349,1.50,3,False
518,Shoulderpads of the Snow Bandit,47904,Shoulder,447,0,84,70,51,0,124,61,0,0,0,0,0,Haste Rating,4,Non-Wep,0,0,0,3,False
519,Blackhorn Bludgeon,47905,One-Hand,0,0,48,39,35,0,61,30,0,0,0,0,0,Agility,4,Mace,325,605,2.60,3,False
520,Anguish,47911,Two-Hand,0,0,104,137,0,0,123,62,86,0,0,0,0,Armor Penetration Rating,4,Polearm,651,977,3.50,3,False
521,Collar of Ceaseless Torment,47915,Neck,0,0,70,65,52,0,106,0,40,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
522,Armbands of the Northern Stalker,47916,Wrist,605,0,70,40,0,50,89,36,0,0,0,0,0,Haste Rating,4,Non-Wep,0,0,0,3,True
523,Gauntlets of Rising Anger,47917,Hands,1545,99,0,115,71,45,0,0,0,0,0,0,0,Hit Rating,6,Non-Wep,0,0,0,3,True
524,Dreadscale Armguards,47918,Wrist,1082,50,0,102,0,44,0,0,0,0,34,0,58,Stamina,6,Non-Wep,0,0,0,3,True
525,Acidmaw Boots,47919,Feet,428,0,93,85,0,69,127,0,0,51,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,True
526,Carnivorous Band,47920,Finger,0,70,0,86,0,0,0,42,41,0,0,0,0,Haste Rating,6,Non-Wep,0,0,0,3,True
527,Girdle of the Impaler,47925,Waist,1391,99,0,115,0,0,0,54,63,0,0,0,0,Armor Penetration Rating,6,Non-Wep,0,0,0,3,True
528,Sentinel Scouting Greaves,47933,Feet,951,0,101,80,53,0,135,39,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,True
529,Planestalker Signet,47934,Finger,0,0,70,77,0,44,115,0,44,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
530,Armguards of the Nether Lord,47935,Wrist,1082,78,0,86,36,0,0,0,54,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
531,Girdle of the Nether Champion,47937,Waist,1391,97,0,139,0,0,0,0,0,0,49,64,34,Stamina,6,Non-Wep,0,0,0,3,True
532,Endurance of the Infernal,47939,Neck,0,40,0,114,0,0,0,0,0,46,46,50,0,Dodge Rating,4,Non-Wep,0,0,0,3,True
533,Helm of the Silver Ranger,47942,Head,1124,0,124,90,86,50,181,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,True
534,Faceplate of the Silver Champion,47943,Head,2009,139,0,143,69,0,0,86,0,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,3,True
535,Pauldrons of the Silver Defender,47944,Shoulder,1854,91,0,139,0,0,0,0,0,0,43,0,45,Parry Rating,6,Non-Wep,0,0,0,3,True
536,Gloves of the Silver Assassin,47945,Hands,389,0,97,57,61,0,145,0,61,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
537,Victor's Call,47948,Trinket,0,0,0,0,0,0,0,0,0,83,0,0,0,Stamina,0,Non-Wep,0,0,0,3,True
538,Fervor of the Frostborn,47949,Trinket,0,0,0,0,0,0,0,0,0,0,0,126,0,Stamina,0,Non-Wep,0,0,0,3,True
539,Reckoning,47951,Two-Hand,0,0,120,103,0,0,206,63,97,0,0,0,0,Armor Penetration Rating,6,Sword,715,"1,074",3.50,3,True
540,Sabatons of the Lingering Vortex,47952,Feet,1700,64,0,151,0,47,0,0,0,0,39,77,0,Dodge Rating,6,Non-Wep,0,0,0,3,True
541,Armor of Shifting Shadows,47954,Chest,623,0,126,107,93,0,162,0,67,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,True
542,Loop of the Twin Val'kyr,47955,Finger,532,64,0,114,0,0,0,0,0,0,35,39,0,Stamina,6,Non-Wep,0,0,0,3,True
543,Chestguard of the Warden,47964,Chest,2473,136,0,180,0,0,0,0,0,0,71,61,63,Stamina,9,Non-Wep,0,0,0,3,True
544,The Lion's Maw,47966,One-Hand,0,0,50,44,43,0,89,24,0,0,0,0,0,Agility,4,Axe,357,665,2.60,3,True
545,Crusader's Glory,47967,One-Hand,522,58,0,76,0,0,0,0,0,0,31,14,0,Dodge Rating,4,Sword,206,384,1.50,3,True
546,Pauldrons of the Timeless Hunter,47969,Shoulder,1038,0,101,89,53,0,128,41,0,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,True
547,Legplates of the Silver Hand,47970,Legs,2164,139,0,143,65,0,0,0,101,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,True
548,Westfall Saber,47971,One-Hand,0,0,58,51,24,0,67,0,43,0,0,0,0,Attack Power,8,Sword,206,384,1.50,3,True
549,Spaulders of the Snow Bandit,47972,Shoulder,467,0,91,79,52,0,132,69,0,0,0,0,0,Haste Rating,6,Non-Wep,0,0,0,3,True
550,The Grinder,47973,One-Hand,0,0,54,44,40,0,70,35,0,0,0,0,0,Agility,4,Mace,357,665,2.60,3,True
551,Fordragon Blades,47979,Two-Hand,0,0,118,155,0,0,125,63,97,0,0,0,0,Armor Penetration Rating,6,Polearm,715,"1,074",3.50,3,True
552,Collar of Unending Torment,47988,Neck,0,0,70,65,52,0,106,0,40,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
553,Bracers of the Northern Stalker,47989,Wrist,605,0,70,40,0,50,89,36,0,0,0,0,0,Haste Rating,4,Non-Wep,0,0,0,3,True
554,Gauntlets of Mounting Anger,47990,Hands,1545,99,0,115,71,45,0,0,0,0,0,0,0,Hit Rating,6,Non-Wep,0,0,0,3,True
555,Dreadscale Bracers,47991,Wrist,1082,50,0,102,0,44,0,0,0,0,34,0,58,Stamina,6,Non-Wep,0,0,0,3,True
556,Acidmaw Treads,47992,Feet,428,0,93,85,0,69,127,0,0,51,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,True
557,Gormok's Band,47993,Finger,0,70,0,86,0,0,0,42,41,0,0,0,0,Haste Rating,6,Non-Wep,0,0,0,3,True
558,Belt of the Impaler,47998,Waist,1391,99,0,115,0,0,0,54,63,0,0,0,0,Armor Penetration Rating,6,Non-Wep,0,0,0,3,True
559,Warsong Poacher's Greaves,48006,Feet,951,0,101,80,53,0,135,39,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,True
560,Planestalker Band,48007,Finger,0,0,70,77,0,44,115,0,44,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
561,Armplates of the Nether Lord,48008,Wrist,1082,78,0,86,36,0,0,0,54,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
562,Belt of the Nether Champion,48009,Waist,1391,97,0,139,0,0,0,0,0,0,49,64,34,Stamina,6,Non-Wep,0,0,0,3,True
563,Fortitude of the Infernal,48011,Neck,0,40,0,114,0,0,0,0,0,46,46,50,0,Dodge Rating,4,Non-Wep,0,0,0,3,True
564,Sunreaver Ranger's Helm,48014,Head,1124,0,124,90,86,50,181,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,True
565,Sunreaver Champion's Faceplate,48015,Head,2009,139,0,143,69,0,0,86,0,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,3,True
566,Sunreaver Defender's Pauldrons,48016,Shoulder,1854,91,0,139,0,0,0,0,0,0,43,0,45,Parry Rating,6,Non-Wep,0,0,0,3,True
567,Sunreaver Assassin's Gloves,48017,Hands,389,0,97,57,61,0,145,0,61,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
